message_id,date,from,subject,discovery_tiers,prefilter_result,parser_flight_count,parser_source,ai_label,ai_confidence,audit_bucket,parse_miss_score,detected_airports,detected_flight_numbers,safe_snippet
16f916b2785c4525,"Fri, 10 Jan 2020 21:45:05 +0000",Emirates <do-not-reply@emirates.email>,The departure time has changed for your flight to New York,incremental_precise,True,0,,flight_change,0.95,change_or_cancellation,10,"DXB,EWR",[code],"The departure time has changed for your flight to New York Add Emirates to your safe senders list Emirates The departure time has changed for your flight [code] to New York Emirates Booking Reference: [code] Dear customer, The departure time of your flight has Emirates <[url] *Add Emirates to your safe senders list* <[url] <[url] = The departure time has cha"
18ae686ddeeb781d,"Sat, 30 Sep 2023 14:38:31 +0000 (UTC)",American Airlines <no-reply@info.email.aa.com>,Your flight from BNA,"incremental_precise,incremental_precise",True,0,,flight_change,0.95,change_or_cancellation,12,BNA,,"Your flight from BNA American Airlines home Are your plans flexible? Record Locator: [code] You can move flights at no charge. If your plans are flexible, we have a few options you may consider. This is an exclusive online <!DOCTYPE html> <html> <head> <META HTTP-EQUIV=""Content-Type"" CONTENT=""text/html; charset=utf-8""> <link href=""[url] rel=""stylesheet"" type"
159557119aad942e,"Sat, 31 Dec 2016 15:12:46 +0000",Emirates <do-not-reply@emirates.email>,Important Changes to your Emirates Flight,"incremental_precise,incremental_precise",True,0,,flight_change,0.95,change_or_cancellation,10,"NEW YORK,DUBAI",EK208,Important Changes to your Emirates Flight Add Emirates to your safe senders list Emirates Important Travel Notification Hello Davidirwin Emirates Booking Reference: [code] Travel Agency Booking Reference: [code] We can see you are due to Emirates <[url] *Add Emirates to your safe senders list* <[url] <[url] = Important Travel Notification = Hello Davidirwin 
171fff269161f2ad,"Sun, 10 May 2020 18:56:46 +0000 (UTC)",American.Airlines@aa.com,AA.com Change Reservation Confirmation,"incremental_precise,incremental_precise",True,0,,flight_change,0.95,change_or_cancellation,14,,,"AA.com Change Reservation Confirmation Reservations pipe separator AAdvantage Account pipe separator Fare Sales and Offers Self Service Dear Customer, Thank you for modifying your travel arrangements on AA.com. This email confirms that your Change Reservation Confirmation Email Dear Customer, Thank you for modifying your travel arrangements on AA.com. This e"
1967644b9bc70cc6,"Sun, 27 Apr 2025 08:02:16 +0000 (UTC)",AirAsia Support <noreplycustsupport@airasia.com>,URGENT: AirAsia Flight Reschedule Notice (MDHIYD),"incremental_precise,incremental_precise,initial_broad_recent,initial_broad_recent,initial_broad_recent",True,1,heuristic,flight_change,0.95,change_or_cancellation,10,"MNL,MPH",Z2211,"[code]: AirAsia Flight Reschedule Notice ([code]) Flight Reschedule Notice Booking Number: [code] Dear Guest, We regret to inform you that your AirAsia flight Z2211 from Manila Int&#39;l (MNL) to Caticlan (Godofredo P. Ramos) (MPH) on 28 Apr, 2025 has <!doctype html> <html> <head> <meta name=""viewport"" content=""width=device-width""> <meta http-equiv=""Content-"
19470e5fa4e12760,"Thu, 16 Jan 2025 14:55:07 -0600",Nathan Hennigh <nathanhennigh@gmail.com>,Fwd: Modified Spirit Airlines Flight Confirmation: LI2HXS,"incremental_precise,incremental_precise,initial_broad_recent,initial_broad_recent",True,2,heuristic,flight_change,0.95,change_or_cancellation,12,"ORLANDO, FL,ATLANTA, GA,HOUSTON, TX",[code],"Fwd: Modified Spirit Airlines Flight Confirmation: [code] ---------- Forwarded message --------- From: Spirit Airlines &lt;[email]&gt; Date: Thu, Jan 16, 2025, 2:53 PM Subject: Modified Spirit Airlines Flight Confirmation: [code] To: ---------- Forwarded message --------- From: Spirit Airlines <[email]> Date: Thu, Jan 16, 2025, 2:53 PM Subject: Modified Spir"
1813e8860c210202,"Tue, 7 Jun 2022 16:18:53 +0200 (CEST)",IBERIA CONECTA <noreply@iberia.es>,Changes in your reservation MEQQ0,incremental_precise,True,0,,flight_change,0.95,change_or_cancellation,10,"SHORT_CITY,IBC_NOTIFICATIONS.DESTINATION",,"Changes in your reservation MEQQ0 Dear Sir/Madam HENNIGH, Booking code: MEQQ0 We regret that you did not arrive in time to connect with your flight to SHORT_CITY.IBC_NOTIFICATIONS.DESTINATION. We have rebooked you on the next available <body style=""margin:0;""> <table cellspacing=""0"" cellpadding=""0"" border=""0"" style=""width:100%; text-align:center;""><tr><td> <"
16baeda30614da51,1 Jul 2019 14:44:19 -0400,"""United Airlines, Inc."" <unitedairlines@united.com>",Link to mobile boarding pass(es) for confirmation I4MMJB,"incremental_precise,incremental_precise",True,0,,boarding_pass,0.95,duplicate_or_reminder,10,"SFO,EWR",UA577,"Link to mobile boarding pass(es) for confirmation [code] Please use the link(s) below to retrieve your mobile boarding pass(es), which must be displayed on your mobile phone or PDA at the security checkpoint and again at the gate to board your flight. Mobile Please use the link(s) below to retrieve your mobile boarding pass(es), which must be displayed on yo"
176501f75a5d455d,10 Dec 2020 23:46:46 -0500,"""United Airlines, Inc."" <unitedairlines@united.com>",Airport check-in required for confirmation OB5PJV,"incremental_precise,incremental_precise",True,0,,boarding_pass,0.95,duplicate_or_reminder,10,DALLAS/FORT WORTH,,"Airport check-in required for confirmation [code] Please note that we are unable to provide boarding documents for travelers in this reservation. Please go to an airport check-in kiosk or see a United representative at the airport to receive boarding <table cellpadding=""0"" cellspacing=""0"" style=""font-family:Arial;font-size:10pt;"" border=""0""><tr><td>&nbsp;</t"
16f91202bed6dd57,10 Jan 2020 15:23:21 -0500,American Airlines <no-reply@notify.email.aa.com>,Your receipt,"incremental_precise,incremental_precise",True,0,,receipt,0.95,duplicate_or_reminder,12,,,"Your receipt Issued: January 10, 2020 Your receipt Record Locator: [code] Thanks for your payment. Check your bags and print bag tags at the airport. Free checked bags are not included on this receipt. Payment <html> <!DOCTYPE html> <html> <head> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <meta http-equiv=""content-type"" content=""t"
